Games,Goals_total,Assists_total,Points_total,Shots_total,Shots_on_goal_total,Shot_pct_team,Goals_per_game,Shots_per_game,Assists_per_game,SOG_per_game
19,469,224,693,1076,803,0.746,24.68,56.6,11.79,42.3
